"v1","v2"
"42","5"
"42","10"
"42","23"
"42","30"
"42","7"
"42","29"
"42","21"
"43","142"
"43","55"
"43","178"
"43","48"
"43","116"
"43","64"
"43","160"
"43","50"
"43","134"
"43","104"
"43","71"
"43","88"
"43","70"
"43","102"
"43","53"
"43","154"
"43","145"
"43","162"
"43","148"
"43","76"
"43","86"
"43","153"
"43","97"
"43","74"
"43","56"
"43","113"
"43","108"
"43","82"
"43","173"
"43","170"
"43","165"
"43","79"
"43","149"
"43","75"
"43","124"
"43","101"
"43","83"
"43","118"
"43","152"
"43","73"
"43","139"
"43","80"
"43","146"
"43","45"
"43","174"
"43","172"
"43","46"
"43","94"
"43","67"
"43","98"
"43","99"
"43","133"
"43","65"
"43","84"
"43","69"
"43","59"
"43","52"
"43","85"
"43","176"
"43","125"
"43","127"
"43","144"
"43","136"
"43","51"
"43","110"
"43","78"
"43","112"
"43","103"
"43","155"
"43","63"
"43","130"
"43","177"
"43","164"
"43","163"
"43","96"
"43","81"
"43","167"
"43","109"
"43","91"
"43","159"
"43","95"
"43","168"
"43","150"
"43","61"
"43","60"
"43","89"
"43","100"
"43","126"
"43","120"
"43","107"
"43","119"
"43","92"
"43","151"
"43","156"
"43","147"
"43","143"
"43","57"
"43","169"
"43","54"
"43","66"
"43","138"
"43","175"
"43","105"
"43","171"
"43","135"
"43","140"
"43","132"
"43","122"
"43","47"
"43","123"
"43","166"
"43","58"
"43","137"
"43","141"
"43","72"
"43","106"
"43","44"
"43","87"
"43","157"
"43","158"
"43","68"
"43","77"
"43","117"
"43","115"
"43","161"
"43","17"
"43","21"
"43","20"
"43","34"
"43","15"
"43","13"
"43","22"
"43","7"
"43","31"
"43","3"
"43","37"
"43","23"
"43","32"
"43","26"
"43","1"
"43","11"
"43","38"
"43","29"
"43","33"
"43","27"
"43","19"
"43","41"
"43","8"
"43","39"
"43","12"
"43","24"
"43","14"
"43","5"
"43","35"
"43","36"
"43","2"
"43","10"
"43","40"
"43","42"
"43","4"
"43","18"
"43","6"
"43","25"
"44","64"
"44","105"
"44","123"
"44","93"
"44","83"
"44","137"
"44","61"
"44","173"
"44","108"
"44","151"
"44","153"
"44","135"
"44","120"
"44","98"
"44","79"
"44","59"
"44","167"
"44","160"
"44","62"
"44","154"
"44","68"
"44","92"
"44","76"
"44","110"
"44","170"
"44","141"
"44","53"
"44","157"
"44","81"
"44","140"
"44","112"
"44","148"
"44","172"
"44","69"
"44","158"
"44","74"
"44","178"
"44","168"
"44","60"
"44","143"
"44","46"
"44","150"
"44","49"
"44","54"
"44","57"
"44","87"
"44","50"
"44","117"
"44","175"
"44","104"
"44","86"
"44","72"
"44","155"
"44","169"
"44","102"
"44","171"
"44","164"
"44","88"
"44","99"
"44","48"
"44","47"
"44","165"
"44","70"
"44","128"
"44","84"
"44","77"
"44","73"
"44","174"
"44","109"
"44","127"
"44","152"
"44","58"
"44","126"
"44","55"
"44","125"
"44","146"
"44","121"
"44","163"
"44","159"
"44","82"
"44","113"
"44","91"
"44","51"
"44","111"
"44","122"
"44","145"
"44","162"
"44","119"
"44","118"
"44","94"
"44","136"
"44","133"
"44","161"
"44","75"
"44","67"
"44","97"
"44","114"
"44","107"
"44","71"
"44","89"
"44","63"
"44","78"
"44","52"
"44","134"
"44","144"
"44","176"
"44","115"
"44","103"
"44","80"
"44","85"
"44","138"
"44","147"
"44","56"
"44","101"
"44","156"
"44","45"
"44","65"
"44","166"
"44","130"
"44","132"
"44","142"
"44","124"
"44","139"
"44","66"
"44","96"
"44","177"
"44","106"
"44","95"
"44","100"
"44","116"
"44","149"
"44","37"
"44","13"
"44","14"
"44","4"
"44","31"
"44","18"
"44","23"
"44","8"
"44","19"
"44","24"
"44","2"
"44","39"
"44","29"
"44","11"
"44","27"
"44","5"
"44","33"
"44","25"
"44","21"
"44","36"
"44","42"
"44","34"
"44","35"
"44","12"
"44","40"
"44","17"
"44","38"
"44","6"
"44","3"
"44","20"
"44","30"
"44","41"
"44","28"
"44","22"
"44","10"
"44","32"
"44","1"
"44","26"
"44","43"
"44","15"
"44","7"
"45","49"
"45","149"
"45","85"
"45","172"
"45","128"
"45","74"
"45","54"
"45","175"
"45","153"
"45","114"
"45","94"
"45","58"
"45","145"
"45","109"
"45","154"
"45","68"
"45","176"
"45","99"
"45","88"
"45","65"
"45","120"
"45","159"
"45","103"
"45","140"
"45","70"
"45","132"
"45","134"
"45","95"
"45","125"
"45","53"
"45","61"
"45","152"
"45","62"
"45","46"
"45","156"
"45","59"
"45","174"
"45","106"
"45","78"
"45","79"
"45","170"
"45","150"
"45","124"
"45","52"
"45","57"
"45","164"
"45","60"
"45","163"
"45","122"
"45","116"
"45","89"
"45","83"
"45","147"
"45","82"
"45","92"
"45","110"
"45","166"
"45","146"
"45","63"
"45","141"
"45","98"
"45","171"
"45","144"
"45","162"
"45","165"
"45","173"
"45","50"
"45","112"
"45","127"
"45","66"
"45","138"
"45","126"
"45","169"
"45","118"
"45","111"
"45","77"
"45","55"
"45","76"
"45","91"
"45","108"
"45","105"
"45","115"
"45","168"
"45","107"
"45","121"
"45","71"
"45","135"
"45","93"
"45","142"
"45","143"
"45","97"
"45","51"
"45","96"
"45","167"
"45","151"
"45","160"
"45","148"
"45","136"
"45","161"
"45","139"
"45","133"
"45","48"
"45","72"
"45","69"
"45","47"
"45","102"
"45","119"
"45","86"
"45","73"
"45","84"
"45","137"
"45","123"
"45","178"
"45","75"
"45","130"
"45","81"
"45","67"
"45","155"
"45","177"
"45","100"
"45","157"
"45","104"
"45","117"
"45","33"
"45","38"
"45","28"
"45","27"
"45","35"
"45","13"
"45","4"
"45","24"
"45","39"
"45","17"
"45","34"
"45","15"
"45","26"
"45","43"
"45","11"
"45","37"
"45","23"
"45","7"
"45","5"
"45","31"
"45","40"
"45","3"
"45","10"
"45","2"
"45","30"
"45","32"
"45","8"
"45","41"
"45","21"
"45","36"
"45","14"
"45","22"
"45","6"
"45","18"
"45","29"
"45","1"
"45","42"
"45","44"
"45","20"
"45","12"
"45","25"
"46","127"
"46","62"
"46","133"
"46","140"
"46","75"
"46","49"
"46","98"
"46","84"
"46","82"
"46","166"
"46","119"
"46","137"
"46","143"
"46","176"
"46","105"
"46","56"
"46","51"
"46","86"
"46","168"
"46","81"
"46","159"
"46","71"
"46","132"
"46","138"
"46","141"
"46","102"
"46","116"
"46","79"
"46","121"
"46","96"
"46","64"
"46","69"
"46","87"
"46","73"
"46","108"
"46","109"
"46","172"
"46","104"
"46","68"
"46","165"
"46","155"
"46","80"
"46","103"
"46","94"
"46","118"
"46","151"
"46","74"
"46","156"
"46","169"
"46","114"
"46","139"
"46","47"
"46","142"
"46","147"
"46","175"
"46","152"
"46","150"
"46","61"
"46","106"
"46","178"
"46","125"
"46","145"
"46","149"
"46","120"
"46","97"
"46","128"
"46","67"
"46","65"
"46","66"
"46","107"
"46","177"
"46","124"
"46","123"
"46","63"
"46","52"
"46","54"
"46","111"
"46","70"
"46","115"
"46","136"
"46","135"
"46","146"
"46","53"
"46","122"
"46","167"
"46","171"
"46","83"
"46","173"
"46","55"
"46","88"
"46","163"
"46","100"
"46","95"
"46","126"
"46","59"
"46","92"
"46","148"
"46","161"
"46","134"
"46","164"
"46","157"
"46","50"
"46","160"
"46","48"
"46","113"
"46","130"
"46","144"
"46","89"
"46","153"
"46","154"
"46","158"
"46","110"
"46","117"
"46","112"
"46","60"
"46","93"
"46","77"
"46","85"
"46","76"
"46","101"
"46","57"
"46","72"
"46","170"
"46","162"
"46","174"
"46","91"
"46","99"
"46","78"
"46","58"
"46","15"
"46","21"
"46","22"
"46","14"
"46","32"
"46","11"
"46","7"
"46","18"
"46","3"
"46","45"
"46","26"
"46","44"
"46","8"
"46","2"
"46","6"
"46","42"
"46","17"
"46","37"
"46","13"
"46","31"
"46","43"
"46","33"
"46","36"
"46","34"
"46","29"
"46","24"
"46","30"
"46","28"
"46","12"
"46","27"
"46","38"
"46","5"
"46","35"
"46","19"
"46","20"
"46","1"
"46","40"
"46","25"
"46","10"
"46","4"
"46","23"
"46","41"
"46","39"
"47","98"
"47","57"
"47","178"
"47","137"
"47","125"
"47","123"
"47","169"
"47","104"
"47","119"
"47","151"
"47","139"
"47","112"
"47","76"
"47","152"
"47","54"
"47","60"
"47","122"
"47","128"
"47","149"
"47","170"
"47","156"
"47","67"
"47","89"
"47","121"
"47","93"
"47","65"
"47","140"
"47","81"
"47","75"
"47","141"
"47","157"
"47","174"
"47","48"
"47","61"
"47","147"
"47","92"
"47","175"
"47","94"
"47","59"
"47","86"
"47","78"
"47","168"
"47","110"
"47","163"
"47","106"
"47","85"
"47","102"
"47","69"
"47","135"
"47","144"
"47","97"
"47","55"
"47","159"
"47","68"
"47","171"
"47","132"
"47","71"
"47","167"
"47","162"
"47","136"
"47","111"
"47","176"
"47","117"
"47","115"
"47","62"
"47","82"
"47","164"
"47","63"
"47","108"
"47","130"
"47","120"
"47","124"
"47","95"
"47","145"
"47","84"
"47","88"
"47","116"
"47","165"
"47","72"
"47","161"
"47","52"
"47","53"
"47","150"
"47","133"
"47","126"
"47","134"
"47","99"
"47","155"
"47","77"
"47","100"
"47","58"
"47","50"
"47","143"
"47","49"
"47","154"
"47","148"
"47","83"
"47","79"
"47","166"
"47","103"
"47","74"
"47","107"
"47","138"
"47","114"
"47","160"
"47","127"
"47","105"
"47","96"
"47","109"
"47","51"
"47","70"
"47","153"
"47","33"
"47","21"
"47","24"
"47","31"
"47","23"
"47","15"
"47","12"
"47","11"
"47","27"
"47","35"
"47","25"
"47","22"
"47","3"
"47","4"
"47","46"
"47","10"
"47","44"
"47","38"
"47","40"
"47","29"
"47","17"
"47","18"
"47","39"
"47","8"
"47","6"
"47","7"
"47","14"
"47","42"
"47","32"
"47","30"
"47","41"
"47","37"
"47","43"
"47","45"
"47","28"
"47","34"
"47","2"
"47","5"
"47","36"
"47","1"
"48","151"
"48","162"
"48","141"
"48","108"
"48","61"
"48","139"
"48","86"
"48","170"
"48","109"
"48","167"
"48","51"
"48","118"
"48","79"
"48","173"
"48","84"
"48","59"
"48","155"
"48","168"
"48","112"
"48","78"
"48","92"
"48","96"
"48","128"
"48","53"
"48","147"
"48","102"
"48","52"
"48","91"
"48","121"
"48","66"
"48","140"
"48","136"
"48","54"
"48","95"
"48","163"
"48","74"
"48","105"
"48","88"
"48","93"
"48","133"
"48","106"
"48","138"
"48","143"
"48","82"
"48","150"
"48","70"
"48","166"
"48","119"
"48","57"
"48","107"
"48","55"
"48","63"
"48","149"
"48","164"
"48","115"
"48","69"
"48","124"
"48","110"
"48","135"
"48","160"
"48","134"
"48","123"
"48","125"
"48","117"
"48","94"
"48","156"
"48","157"
"48","159"
"48","130"
"48","97"
"48","152"
"48","89"
"48","169"
"48","171"
"48","77"
"48","175"
"48","126"
"48","176"
"48","127"
"48","154"
"48","65"
"48","81"
"48","85"
"48","71"
"48","174"
"48","161"
"48","60"
"48","49"
"48","165"
"48","50"
"48","76"
"48","62"
"48","58"
"48","68"
"48","67"
"48","132"
"48","100"
"48","83"
"48","104"
"48","178"
"48","73"
"48","111"
"48","120"
"48","153"
"48","137"
"48","99"
"48","98"
"48","75"
"48","122"
"48","116"
"48","145"
"48","144"
"48","148"
"48","72"
"48","114"
"48","103"
"48","7"
"48","34"
"48","43"
"48","37"
"48","40"
"48","30"
"48","18"
"48","41"
"48","47"
"48","28"
"48","8"
"48","31"
"48","5"
"48","15"
"48","44"
"48","12"
"48","22"
"48","25"
"48","24"
"48","3"
"48","38"
"48","36"
"48","1"
"48","21"
"48","33"
"48","14"
"48","23"
"48","13"
"48","27"
"48","42"
"48","11"
"48","32"
"48","4"
"48","46"
"48","2"
"48","45"
"48","29"
"48","17"
"48","10"
"48","20"
"48","6"
"48","39"
"48","35"
"49","102"
"49","128"
"49","105"
"49","69"
"49","65"
"49","147"
"49","170"
"49","85"
"49","111"
"49","160"
"49","125"
"49","137"
"49","52"
"49","116"
"49","126"
"49","127"
"49","167"
"49","171"
"49","135"
"49","50"
"49","157"
"49","120"
"49","122"
"49","55"
"49","61"
"49","168"
"49","58"
"49","98"
"49","71"
"49","89"
"49","86"
"49","162"
"49","106"
"49","155"
"49","109"
"49","84"
"49","62"
"49","133"
"49","100"
"49","103"
"49","150"
"49","138"
"49","54"
"49","110"
"49","108"
"49","175"
"49","97"
"49","143"
"49","134"
"49","74"
"49","165"
"49","123"
"49","112"
"49","152"
"49","161"
"49","94"
"49","114"
"49","57"
"49","70"
"49","156"
"49","81"
"49","72"
"49","119"
"49","79"
"49","121"
"49","78"
"49","53"
"49","166"
"49","148"
"49","139"
"49","104"
"49","95"
"49","76"
"49","136"
"49","68"
"49","144"
"49","88"
"49","59"
"49","107"
"49","82"
"49","75"
"49","164"
"49","99"
"49","60"
"49","132"
"49","96"
"49","140"
"49","149"
"49","153"
"49","51"
"49","141"
"49","178"
"49","159"
"49","67"
"49","169"
"49","124"
"49","83"
"49","93"
"49","92"
"49","130"
"49","23"
"49","45"
"49","30"
"49","46"
"49","36"
"49","17"
"49","10"
"49","33"
"49","15"
"49","34"
"49","21"
"49","8"
"49","7"
"49","38"
"49","44"
"49","3"
"49","18"
"49","6"
"49","28"
"49","40"
"49","1"
"49","31"
"49","12"
"49","32"
"49","22"
"49","35"
"49","48"
"49","42"
"49","41"
"49","24"
"49","2"
"49","47"
"49","25"
"49","37"
"49","39"
"50","114"
"50","100"
"50","59"
"50","74"
"50","170"
"50","76"
"50","171"
"50","70"
"50","160"
"50","116"
"50","75"
"50","54"
"50","105"
"50","88"
"50","67"
"50","78"
"50","91"
"50","142"
"50","151"
"50","82"
"50","137"
"50","161"
"50","103"
"50","93"
"50","62"
"50","141"
"50","69"
"50","147"
"50","178"
"50","63"
"50","61"
"50","94"
"50","110"
"50","52"
"50","138"
"50","139"
"50","122"
"50","79"
"50","96"
"50","108"
"50","109"
"50","176"
"50","162"
"50","119"
"50","124"
"50","143"
"50","118"
"50","107"
"50","84"
"50","77"
"50","167"
"50","97"
"50","144"
"50","136"
"50","159"
"50","140"
"50","174"
"50","98"
"50","72"
"50","172"
"50","58"
"50","83"
"50","53"
"50","65"
"50","95"
"50","155"
"50","117"
"50","121"
"50","150"
"50","66"
"50","146"
"50","57"
"50","169"
"50","111"
"50","127"
"50","132"
"50","133"
"50","68"
"50","153"
"50","99"
"50","157"
"50","128"
"50","123"
"50","135"
"50","55"
"50","130"
"50","163"
"50","134"
"50","177"
"50","120"
"50","115"
"50","89"
"50","154"
"50","60"
"50","168"
"50","112"
"50","175"
"50","164"
"50","81"
"50","173"
"50","102"
"50","156"
"50","51"
"50","145"
"50","85"
"50","71"
"50","92"
"50","73"
"50","104"
"50","106"
"50","165"
"50","166"
"50","149"
"50","152"
"50","126"
"50","86"
"50","148"
"50","125"
"50","38"
"50","37"
"50","43"
"50","13"
"50","41"
"50","29"
"50","36"
"50","12"
"50","21"
"50","5"
"50","1"
"50","33"
"50","49"
"50","4"
"50","31"
"50","11"
"50","44"
"50","42"
"50","7"
"50","39"
"50","24"
"50","14"
"50","25"
"50","45"
"50","30"
"50","40"
"50","22"
"50","28"
"50","15"
"50","20"
"50","6"
"50","35"
"50","34"
"50","3"
"50","48"
"50","18"
"50","32"
"50","46"
"50","2"
"50","27"
"50","47"
"50","26"
"50","8"
"50","23"
"50","10"
"50","17"
"51","148"
"51","156"
"51","69"
"51","61"
"51","95"
"51","127"
"51","147"
"51","143"
"51","112"
"51","52"
"51","79"
"51","98"
"51","73"
"51","165"
"51","138"
"51","162"
"51","83"
"51","115"
"51","121"
"51","119"
"51","153"
"51","92"
"51","118"
"51","57"
"51","145"
"51","140"
"51","144"
"51","76"
"51","102"
"51","117"
"51","130"
"51","171"
"51","172"
"51","125"
"51","122"
"51","59"
"51","96"
"51","116"
"51","146"
"51","71"
"51","132"
"51","139"
"51","66"
"51","86"
"51","81"
"51","100"
"51","110"
"51","163"
"51","173"
"51","136"
"51","72"
"51","137"
"51","74"
"51","167"
"51","68"
"51","111"
"51","82"
"51","75"
"51","150"
"51","105"
"51","176"
"51","149"
"51","168"
"51","70"
"51","67"
"51","126"
"51","78"
"51","123"
"51","178"
"51","106"
"51","170"
"51","164"
"51","124"
"51","99"
"51","93"
"51","134"
"51","160"
"51","157"
"51","133"
"51","77"
"51","60"
"51","63"
"51","94"
"51","141"
"51","107"
"51","128"
"51","169"
"51","103"
"51","65"
"51","135"
"51","54"
"51","53"
"51","108"
"51","159"
"51","89"
"51","91"
"51","114"
"51","177"
"51","166"
"51","58"
"51","85"
"51","151"
"51","97"
"51","154"
"51","155"
"51","120"
"51","142"
"51","174"
"51","55"
"51","62"
"51","109"
"51","175"
"51","88"
"51","152"
"51","161"
"51","104"
"51","84"
"51","39"
"51","18"
"51","20"
"51","48"
"51","11"
"51","46"
"51","33"
"51","3"
"51","10"
"51","30"
"51","22"
"51","32"
"51","15"
"51","21"
"51","23"
"51","4"
"51","35"
"51","8"
"51","25"
"51","43"
"51","42"
"51","34"
"51","36"
"51","31"
"51","6"
"51","44"
"51","2"
"51","12"
"51","27"
"51","41"
"51","13"
"51","45"
"51","28"
"51","14"
"51","1"
"51","5"
"51","40"
"51","38"
"51","37"
"51","50"
"51","26"
"51","29"
"51","49"
"51","24"
"51","47"
"51","7"
"51","17"
"52","55"
"52","107"
"52","60"
"52","97"
"52","109"
"52","160"
"52","111"
"52","103"
"52","124"
"52","63"
"52","96"
"52","145"
"52","67"
"52","174"
"52","74"
"52","72"
"52","58"
"52","76"
"52","102"
"52","69"
"52","100"
"52","136"
"52","98"
"52","70"
"52","61"
"52","79"
"52","86"
"52","126"
"52","150"
"52","141"
"52","85"
"52","77"
"52","121"
"52","143"
"52","144"
"52","134"
"52","139"
"52","152"
"52","156"
"52","84"
"52","54"
"52","99"
"52","140"
"52","125"
"52","137"
"52","88"
"52","153"
"52","83"
"52","155"
"52","171"
"52","112"
"52","119"
"52","163"
"52","166"
"52","106"
"52","92"
"52","169"
"52","122"
"52","128"
"52","105"
"52","149"
"52","175"
"52","59"
"52","62"
"52","75"
"52","162"
"52","176"
"52","53"
"52","68"
"52","132"
"52","82"
"52","89"
"52","135"
"52","151"
"52","120"
"52","114"
"52","167"
"52","108"
"52","110"
"52","116"
"52","117"
"52","170"
"52","157"
"52","123"
"52","127"
"52","178"
"52","154"
"52","93"
"52","164"
"52","147"
"52","57"
"52","78"
"52","95"
"52","148"
"52","133"
"52","130"
"52","65"
"52","81"
"52","165"
"52","168"
"52","71"
"52","115"
"52","94"
"52","104"
"52","161"
"52","159"
"52","138"
"52","11"
"52","32"
"52","27"
"52","29"
"52","51"
"52","28"
"52","49"
"52","48"
"52","50"
"52","6"
"52","5"
"52","45"
"52","41"
"52","35"
"52","31"
"52","36"
"52","30"
"52","43"
"52","4"
"52","39"
"52","14"
"52","3"
"52","23"
"52","18"
"52","46"
"52","10"
"52","21"
"52","34"
"52","7"
"52","40"
"52","2"
"52","24"
"52","12"
"52","38"
"52","37"
"52","25"
"52","47"
"52","44"
"52","22"
"52","8"
"52","17"
"52","15"
"52","42"
"52","1"
"52","33"
"53","175"
"53","78"
"53","105"
"53","93"
"53","81"
"53","147"
"53","152"
"53","122"
"53","75"
"53","55"
"53","162"
"53","85"
"53","164"
"53","133"
"53","79"
"53","123"
"53","59"
"53","168"
"53","96"
"53","67"
"53","76"
"53","127"
"53","111"
"53","134"
"53","178"
"53","70"
"53","106"
"53","124"
"53","100"
"53","88"
"53","84"
"53","83"
"53","148"
"53","159"
"53","130"
"53","89"
"53","109"
"53","103"
"53","135"
"53","137"
"53","61"
"53","138"
"53","161"
"53","116"
"53","99"
"53","140"
"53","86"
"53","97"
"53","125"
"53","114"
"53","141"
"53","136"
"53","171"
"53","74"
"53","94"
"53","150"
"53","149"
"53","98"
"53","108"
"53","167"
"53","107"
"53","71"
"53","104"
"53","144"
"53","156"
"53","65"
"53","119"
"53","110"
"53","126"
"53","72"
"53","102"
"53","121"
"53","58"
"53","153"
"53","166"
"53","68"
"53","169"
"53","143"
"53","60"
"53","157"
"53","54"
"53","69"
"53","165"
"53","120"
"53","95"
"53","170"
"53","132"
"53","139"
"53","62"
"53","82"
"53","160"
"53","128"
"53","57"
"53","112"
"53","155"
"53","92"
"53","2"
"53","40"
"53","12"
"53","32"
"53","25"
"53","43"
"53","21"
"53","38"
"53","44"
"53","48"
"53","45"
"53","6"
"53","5"
"53","33"
"53","1"
"53","50"
"53","8"
"53","28"
"53","27"
"53","7"
"53","35"
"53","15"
"53","24"
"53","52"
"53","17"
"53","34"
"53","37"
"53","30"
"53","46"
"53","49"
"53","42"
"53","23"
"53","47"
"53","10"
"53","31"
"53","51"
"53","39"
"53","36"
"53","41"
"53","3"
"53","18"
"53","22"
"54","92"
"54","125"
"54","117"
"54","98"
"54","175"
"54","145"
"54","142"
"54","119"
"54","134"
"54","139"
"54","166"
"54","144"
"54","110"
"54","116"
"54","148"
"54","55"
"54","177"
"54","143"
"54","127"
"54","112"
"54","102"
"54","104"
"54","160"
"54","107"
"54","58"
"54","140"
"54","168"
"54","97"
"54","162"
"54","57"
"54","109"
"54","178"
"54","70"
"54","78"
"54","147"
"54","62"
"54","124"
"54","118"
"54","153"
"54","68"
"54","157"
"54","93"
"54","65"
"54","114"
"54","164"
"54","84"
"54","94"
"54","146"
"54","105"
"54","100"
"54","174"
"54","82"
"54","61"
"54","99"
"54","163"
"54","172"
"54","128"
"54","79"
"54","171"
"54","130"
"54","151"
"54","120"
"54","81"
"54","73"
"54","170"
"54","123"
"54","165"
"54","86"
"54","83"
"54","152"
"54","74"
"54","137"
"54","161"
"54","95"
"54","154"
"54","136"
"54","106"
"54","103"
"54","169"
"54","176"
"54","141"
"54","122"
"54","69"
"54","60"
"54","135"
"54","108"
"54","126"
"54","149"
"54","71"
"54","132"
"54","138"
"54","115"
"54","59"
"54","173"
"54","133"
"54","150"
"54","101"
"54","156"
"54","72"
"54","96"
"54","121"
"54","67"
"54","63"
"54","111"
"54","75"
"54","76"
"54","85"
"54","91"
"54","159"
"54","88"
"54","77"
"54","66"
"54","155"
"54","89"
"54","167"
"54","21"
"54","45"
"54","13"
"54","23"
"54","34"
"54","50"
"54","47"
"54","1"
"54","10"
"54","14"
"54","37"
"54","29"
"54","6"
"54","4"
"54","31"
"54","26"
"54","48"
"54","32"
"54","11"
"54","44"
"54","36"
"54","3"
"54","8"
"54","52"
"54","49"
"54","22"
"54","7"
"54","25"
"54","41"
"54","46"
"54","40"
"54","30"
"54","39"
"54","20"
"54","35"
"54","15"
"54","2"
"54","33"
"54","5"
"54","43"
"54","12"
"54","51"
"54","42"
"54","17"
"54","24"
"54","53"
"54","27"
"54","18"
"54","28"
"54","38"
"55","70"
"55","147"
"55","76"
"55","136"
"55","150"
"55","130"
"55","164"
"55","137"
"55","133"
"55","61"
"55","107"
"55","99"
"55","159"
"55","157"
"55","118"
"55","60"
"55","58"
"55","78"
"55","176"
"55","66"
"55","145"
"55","169"
"55","67"
"55","149"
"55","116"
"55","151"
"55","173"
"55","102"
"55","119"
"55","97"
"55","108"
"55","112"
"55","139"
"55","94"
"55","148"
"55","125"
"55","167"
"55","162"
"55","143"
"55","68"
"55","154"
"55","163"
"55","111"
"55","174"
"55","65"
"55","122"
"55","142"
"55","166"
"55","156"
"55","110"
"55","85"
"55","71"
"55","95"
"55","74"
"55","89"
"55","83"
"55","141"
"55","178"
"55","109"
"55","73"
"55","57"
"55","103"
"55","82"
"55","155"
"55","115"
"55","168"
"55","144"
"55","152"
"55","86"
"55","123"
"55","161"
"55","92"
"55","59"
"55","62"
"55","93"
"55","177"
"55","114"
"55","140"
"55","77"
"55","126"
"55","172"
"55","132"
"55","135"
"55","105"
"55","88"
"55","75"
"55","124"
"55","127"
"55","134"
"55","98"
"55","128"
"55","104"
"55","106"
"55","81"
"55","175"
"55","120"
"55","160"
"55","138"
"55","96"
"55","146"
"55","91"
"55","63"
"55","121"
"55","170"
"55","79"
"55","72"
"55","117"
"55","171"
"55","100"
"55","69"
"55","84"
"55","165"
"55","153"
"55","43"
"55","52"
"55","14"
"55","40"
"55","53"
"55","24"
"55","54"
"55","28"
"55","35"
"55","22"
"55","6"
"55","33"
"55","49"
"55","31"
"55","37"
"55","29"
"55","38"
"55","26"
"55","13"
"55","48"
"55","17"
"55","2"
"55","47"
"55","5"
"55","12"
"55","36"
"55","42"
"55","11"
"55","39"
"55","25"
"55","44"
"55","45"
"55","20"
"55","50"
"55","10"
"55","30"
"55","21"
"55","34"
"55","46"
"55","41"
"55","1"
"55","18"
"55","8"
"55","7"
"55","3"
"55","32"
"55","23"
"55","27"
"55","51"
"55","15"
"55","4"
"56","150"
"56","153"
"56","133"
"56","163"
"56","157"
"56","88"
"56","73"
"56","142"
"56","100"
"56","64"
"56","171"
"56","113"
"56","66"
"56","172"
"56","134"
"56","77"
"56","101"
"56","116"
"56","82"
"56","122"
"56","118"
"56","87"
"56","127"
"56","167"
"56","178"
"56","158"
"56","92"
"56","177"
"56","109"
"56","96"
"56","170"
"56","91"
"56","117"
"56","72"
"56","173"
"56","148"
"56","70"
"56","154"
"56","69"
"56","107"
"56","159"
"56","85"
"56","63"
"56","145"
"56","80"
"56","160"
"56","151"
"56","165"
"56","115"
"56","46"
"56","43"
"56","33"
"56","5"
"56","21"
"56","13"
"56","4"
"56","6"
"56","8"
"56","12"
"56","14"
"56","24"
"56","27"
"56","26"
"56","19"
"56","11"
"56","29"
"56","44"
"56","20"
"56","15"
"57","163"
"57","137"
"57","159"
"57","73"
"57","140"
"57","151"
"57","161"
"57","133"
"57","68"
"57","89"
"57","134"
"57","111"
"57","116"
"57","127"
"57","97"
"57","146"
"57","152"
"57","88"
"57","61"
"57","145"
"57","157"
"57","153"
"57","167"
"57","132"
"57","75"
"57","62"
"57","139"
"57","83"
"57","93"
"57","143"
"57","60"
"57","173"
"57","71"
"57","169"
"57","125"
"57","156"
"57","65"
"57","130"
"57","138"
"57","168"
"57","175"
"57","142"
"57","165"
"57","85"
"57","119"
"57","67"
"57","160"
"57","98"
"57","118"
"57","135"
"57","66"
"57","59"
"57","102"
"57","95"
"57","123"
"57","96"
"57","109"
"57","147"
"57","136"
"57","114"
"57","124"
"57","176"
"57","112"
"57","86"
"57","92"
"57","103"
"57","154"
"57","91"
"57","120"
"57","141"
"57","108"
"57","170"
"57","58"
"57","150"
"57","121"
"57","74"
"57","144"
"57","172"
"57","81"
"57","171"
"57","70"
"57","105"
"57","84"
"57","78"
"57","72"
"57","164"
"57","155"
"57","63"
"57","79"
"57","177"
"57","115"
"57","166"
"57","100"
"57","106"
"57","104"
"57","128"
"57","162"
"57","94"
"57","148"
"57","178"
"57","149"
"57","126"
"57","69"
"57","99"
"57","110"
"57","107"
"57","76"
"57","122"
"57","82"
"57","117"
"57","77"
"57","174"
"57","47"
"57","24"
"57","23"
"57","22"
"57","27"
"57","41"
"57","51"
"57","54"
"57","14"
"57","13"
"57","44"
"57","45"
"57","36"
"57","42"
"57","4"
"57","1"
"57","17"
"57","48"
"57","32"
"57","26"
"57","50"
"57","39"
"57","28"
"57","29"
"57","18"
"57","55"
"57","12"
"57","8"
"57","49"
"57","10"
"57","37"
"57","35"
"57","30"
"57","33"
"57","11"
"57","21"
"57","20"
"57","34"
"57","43"
"57","38"
"57","52"
"57","2"
"57","5"
"57","6"
"57","40"
"57","25"
"57","46"
"57","15"
"57","7"
"57","3"
"57","31"
"57","53"
"58","172"
"58","122"
"58","159"
"58","140"
"58","149"
"58","165"
"58","102"
"58","160"
"58","73"
"58","63"
"58","74"
"58","124"
"58","133"
"58","175"
"58","97"
"58","162"
"58","81"
"58","86"
"58","139"
"58","164"
"58","110"
"58","82"
"58","105"
"58","152"
"58","123"
"58","61"
"58","89"
"58","151"
